Q,qT,gamma_q,gamma_g
5.0,0.0004999999991666667,0.04509862941644333,0.0458291844431978
5.0,0.025623003426675887,0.04509630353007302,0.04582725426741006
5.0,0.05074535995574353,0.04508950518533269,0.04582161244562383
5.0,0.07586643532765228,0.04507823803753344,0.045812261713028574
5.0,0.10098559531602992,0.04506250814161127,0.04579920660063318
5.0,0.1261022057428615,0.04504232394420723,0.04578245342968611
5.0,0.1512156324945003,0.04501769627263376,0.045762010303899155
5.0,0.1763252415376772,0.04498863832074919,0.0457378870994933
5.0,0.20143039893550785,0.04495516563178213,0.04571009545308952
5.0,0.22653047086349767,0.04491729607813696,0.045678648747472676
5.0,0.25162482362554395,0.04487504983823447,0.04564356209526103
5.0,0.2767128236699343,0.04482844937044575,0.045604852320519605
5.0,0.30179383760534234,0.04477751938417443,0.045562537938358315
5.0,0.3268672322168181,0.0447222868081577,0.04551663913256283
5.0,0.3519323744817755,0.04466278075606599,0.045467177731307415
5.0,0.3769886315859732,0.044599032489474055,0.045414177181005634
5.0,0.4020353709394917,0.04453107537829343,0.04535766251835726
5.0,0.42707196019270444,0.044458944858760584,0.04529766034065278
5.0,0.4520977672522419,0.04438267838906726,0.04523419877440341
5.0,0.47711216029695047,0.044302315402750134,0.045167307442362505
5.0,0.5021145077938436,0.04421789725992745,0.045097017429012856
5.0,0.527104178514046,0.044129467196503805,0.04502336124459295
5.0,0.5520805415487305,0.04403707027145293,0.04494637278773947
5.0,0.577042966325046,0.04394075331229186,0.04486608730682546
5.0,0.6019908226220377,0.043840564858866525,0.04478254136007507
5.0,0.6269234805865578,0.04373655510557276,0.04469577277453751
5.0,0.6518403107491682,0.04362877584212839,0.0446058206040044
5.0,0.6767406840400308,0.04351728039302955,0.044512725085956065
5.0,0.7016239718047919,0.04340212355580842,0.0444165275976223
5.0,0.7264895458204511,0.04328336153822626,0.044317270611244707
5.0,0.751336778311224,0.04316105189452088,0.0442149976486276
5.0,0.7761650419643907,0.04303525346084122,0.044109753235064116
5.0,0.8009737099461333,0.04290602628999177,0.044001582852724826
5.0,0.8257621559173614,0.042773431585612996,0.04389053289359548
5.0,0.8505297540495256,0.042637531635922044,0.04377665061204822
5.0,0.8752758790404174,0.04249838974713613,0.0436599840771338
5.0,0.8999999061299558,0.04235607017670055,0.043540582124675445
5.0,0.9247012111159613,0.042210638066438176,0.043418494309249045
5.0,0.9493791703699137,0.042062159375738636,0.04329377085612941
5.0,0.9740331608526978,0.04191070081489997,0.04316646261328235
5.0,0.9986625601303332,0.041756329778733496,0.04303662100347876
5.0,1.0232667463896876,0.041599114280539716,0.04290429797660723
5.0,1.047845098454177,0.04143912288655916,0.04276954596225702
5.0,1.0723969957994475,0.041276424650998754,0.042632417822642404
5.0,1.096921818569042,0.04111108905172999,0.0424929668059362
5.0,1.1214189475900485,0.04094318592675222,0.04235124650007798
5.0,1.1458877643887337,0.0407727854115092,0.04220731078711979
5.0,1.1703276512061578,0.040599957877142975,0.04206121379816871
5.0,1.1947379910137683,0.040424773869765486,0.0419130098689842
5.0,1.2191181675289808,0.040247304050823274,0.04176275349628286
5.0,1.2434675652307368,0.040067619138625415,0.04161049929480299
5.0,1.2677855693750437,0.039885789851102325,0.041456301955175634
5.0,1.292071566010495,0.03970188684985622,0.0413002162026481
5.0,1.316324941993772,0.03951598068556043,0.041142296756700454
5.0,1.3405450850051213,0.0393281417447601,0.040982598291594965
5.0,1.3647313835638155,0.03913844019812239,0.040821175397892547
