qT,Q,dEECimprovSim,dEECimprovNLO
0.010000000000000004,50.0,33.62547210892918,41.925887715245764
0.010000000000000004,100.0,120.57345824960561,147.5413066203112
0.010000000000000004,200.0,436.97857729959935,526.3267455040981
0.011677986237376524,50.0,33.62539835479572,41.92579091133364
0.011677986237376524,100.0,120.57320566986526,147.54098262601366
0.011677986237376524,200.0,436.977701968999,526.3256441276109
0.013637536256035546,50.0,33.62529777281449,41.92565889738218
0.013637536256035546,100.0,120.57286121494738,147.540540784704
0.013637536256035546,200.0,436.9765082391722,526.3241421394999
0.015925896070970655,50.0,33.62516060467622,41.925478864508605
0.015925896070970655,100.0,120.57239146631493,147.53993822562046
0.015925896070970655,200.0,436.9748802959347,526.3220938044607
0.01859823951346841,50.0,33.62497354281021,41.92523334457883
0.01859823951346841,100.0,120.57175085051352,147.5391164837259
0.01859823951346841,200.0,436.97266020130365,526.3193003762624
0.021718998507771627,50.0,33.62471843963651,41.92489851591762
0.021718998507771627,100.0,120.57087721880511,147.53799582930597
0.021718998507771627,200.0,436.96963257427996,526.3154908227248
0.02536341656633582,50.0,33.62437054756899,41.92444189357327
0.02536341656633582,100.0,120.56968581976189,147.53646753777934
0.02536341656633582,200.0,436.9655037021877,526.3102955491482
0.029619362959451747,50.0,33.62389611930677,41.92381918088077
0.029619362959451747,100.0,120.56806108101463,147.53438335264528
0.029619362959451747,200.0,436.9598730592307,526.3032105808254
0.03458945130003375,50.0,33.62324913614082,41.9229699783995
0.03458945130003375,100.0,120.56584540464078,147.53154112443562
0.03458945130003375,200.0,436.952194475124,526.2935487475787
0.04039351362401995,50.0,33.62236684787695,41.921811936600825
0.04039351362401995,100.0,120.56282389252333,147.5276652414368
0.04039351362401995,200.0,436.9417231978382,526.2803731603594
0.047171489618058594,50.0,33.62116369356286,41.9202327837538
0.047171489618058594,100.0,120.5587035260804,147.52237991980465
0.047171489618058594,200.0,436.9274437358535,526.2624062816278
0.05508680065562378,50.0,33.61952301675785,41.918079416878
0.05508680065562378,100.0,120.55308479221175,147.51517269159658
0.05508680065562378,200.0,436.90797151902126,526.2379059376159
0.06433028999174784,50.0,33.617285778170704,41.91514308760983
0.06433028999174784,100.0,120.54542302464087,147.50534486108154
0.06433028999174784,200.0,436.88141891136405,526.2044968925035
0.0751248241170072,50.0,33.61423518286719,41.911139237271634
0.0751248241170072,100.0,120.53497575098659,147.4919439783923
0.0751248241170072,200.0,436.8452127144721,526.1589412324898
0.08773066621237417,50.0,33.610075753458325,41.90568003437939
0.08773066621237417,100.0,120.52073101343429,147.47367191092602
0.08773066621237417,200.0,436.7958457125417,526.0968258184034
0.10245175126239793,50.0,33.60440486147998,41.89823702665161
0.10245175126239793,100.0,120.50130985042918,147.44875981419543
0.10245175126239793,200.0,436.7285386314588,526.0121371708356
0.11964301412374055,50.0,33.59667403394378,41.8880903986458
0.11964301412374055,100.0,120.47483374150256,147.4147982471463
0.11964301412374055,200.0,436.6367806022994,525.8966837892536
0.13971894723352868,50.0,33.58613642767613,41.87426012411759
0.13971894723352868,100.0,120.43874464356736,147.3685066415619
0.13971894723352868,200.0,436.51170519183114,525.7393121498533
0.16316359428938845,50.0,33.57177564738431,41.855412723330474
0.16316359428938845,100.0,120.38956106521417,147.3054210297745
0.16316359428938845,200.0,436.34124451685005,525.5248444190884
0.19054222085523645,50.0,33.55220950516186,41.829735185844285
0.19054222085523645,100.0,120.32254819272772,147.21947119856472
0.19054222085523645,200.0,436.1089850326707,525.2326375649325
0.22251494327866095,50.0,33.525560315831804,41.79476442163273
0.22251494327866095,100.0,120.23127316938117,147.10240923864546
0.22251494327866095,200.0,435.7926244495354,524.8346405706271
0.25985264452188195,50.0,33.48928086337245,41.747159394769554
0.25985264452188195,100.0,120.1070081131352,146.943046054302
0.25985264452188195,200.0,435.36189938207616,524.2927941052061
0.30345556064724316,50.0,33.439922316831264,41.68239761558581
0.30345556064724316,100.0,119.93793350100462,146.72623249396824
0.30345556064724316,200.0,434.7758182193044,523.5555575050832
0.35437498608938817,50.0,33.37282737555596,41.59437417226441
0.35437498608938817,100.0,119.7080773074785,146.4315125030934
0.35437498608938817,200.0,433.9789959123783,522.5533139427879
0.413838621042237,50.0,33.28172943731545,41.47487903153313
0.413838621042237,100.0,119.39596279707249,146.0313647657095
0.413838621042237,200.0,432.8968539027979,521.1923629267111
0.4832801721026123,50.0,33.158238010913365,41.31292791827347
