theta,Q,dEEC,z,dEECz,dEECmin,dEECmax,dEECzmin,dEECzmax
0.0012619146889603858,50.0,717.0107711254318,3.9810711771615104e-07,1434.0219228471067,390.50444671482325,1327.2282265411104,781.0091007131788,2654.4571575877835
0.0012619146889603858,100.0,2663.9502308974793,3.9810711771615104e-07,5327.901875845473,1457.3954750769897,4889.89132588608,2914.791723753575,9779.78524737371
0.0012619146889603858,200.0,9738.973063087244,3.9810711771615104e-07,19477.951295715462,5412.448301979822,17320.68910511265,10824.899476939483,34641.38740421439
0.0014393713460023026,50.0,716.4685345252624,5.179473784866495e-07,1432.9375638413956,390.35833843747173,1325.1827661998962,780.7169464551592,2650.366447566758
0.0014393713460023026,100.0,2655.9148599351824,5.179473784866495e-07,5311.831554036644,1455.2189140911416,4859.880782181277,2910.4388331517953,9719.764920580626
0.0014393713460023026,200.0,9622.424275946889,5.179473784866495e-07,19244.855197109104,5380.262394986783,16901.918977398775,10760.52850556551,33803.849627208554
0.0016417828319276505,50.0,715.7637329744596,6.738625654145736e-07,1431.528109051113,390.168335980825,1322.5266323057986,780.3370225216202,2645.0544528804903
0.0016417828319276505,100.0,2645.4997960442006,6.738625654145736e-07,5291.001969027388,1452.392395921723,4821.132289430703,2904.7860967946376,9642.268910571172
0.0016417828319276505,200.0,9473.046907284557,6.738625654145736e-07,18946.102325949294,5338.696630484049,16373.384120456014,10677.398057701093,32746.78295213413
0.0018726584176478813,50.0,714.8478875821686,8.767121311148429e-07,1429.6966107860098,389.9212870295557,1319.0794835192908,779.8430298577277,2638.1605089769764
0.0018726584176478813,100.0,2632.0155200333943,8.767121311148429e-07,5264.034116762195,1448.7238789054488,4771.216048816851,2897.4494512971514,9542.437674948267
0.0018726584176478813,200.0,9282.453874713301,8.767121311148429e-07,18564.918600154106,5285.136829021644,15712.360145892097,10570.27983610572,31424.73865875274
0.0021360008650291506,50.0,713.6582413238294,1.1406244901923657e-06,1427.3175680034062,389.6001222020076,1314.6090834337813,779.2008369211435,2629.2201661698077
0.0021360008650291506,100.0,2614.5831832052386,1.1406244901923657e-06,5229.170342757586,1443.9659904558355,4707.104467449374,2887.934176944304,9414.21609362346
0.0021360008650291506,200.0,9040.691290157558,1.1406244901923657e-06,18081.39632970619,5216.321516719567,14895.350352386335,10432.650966598467,29790.723358128544
0.0024363758240202294,50.0,712.1136775275254,1.483981054872796e-06,1424.228764074332,389.182704965979,1308.8173084619477,778.3661799858869,2617.63720660709
0.0024363758240202294,100.0,2592.0898293920745,1.483981054872796e-06,5184.184787606504,1437.8010599536312,4625.078621278051,2875.6049648033513,9250.166393939035
0.0024363758240202294,200.0,8736.342377369047,1.483981054872796e-06,17472.702040847384,5128.2374942554425,13900.911640924718,10256.48513546598,27801.85078680145
0.0027789909887462744,50.0,710.1095575916236,1.9306964863519127e-06,1420.2209431941076,388.64035533144556,1301.3230399565937,777.2817111265276,2602.649429864789
