mu,Gammaq,Gammag
5.0,1.1786051661730006,2.426758731139607
10.0,1.1080393794916954,1.8979692166733826
20.0,1.0431808320374567,1.5514948050026862
50.0,0.9682383973611306,1.2452034450930916
100.0,0.9190435276602537,1.0816390606607542
200.0,0.8753649290128461,0.9553164099052407
500.0,0.824723611501313,0.8270861057406979
1000.0,0.790907259355483,0.7507370550430829
2000.0,0.7603393490565342,0.6873163827048828
