Q,qT,gamma_q,gamma_g
20.0,0.010000000000000004,0.03773637245669539,0.03088784459810652
20.0,0.011677986237376524,0.0377362656977775,0.030887770849391483
20.0,0.013637536256035546,0.037736120105801164,0.03088767027487507
20.0,0.015925896070970655,0.03773592155586148,0.03088753311705718
20.0,0.01859823951346841,0.037735650785722434,0.03088734606952652
20.0,0.021718998507771627,0.037735281527656525,0.030887090986387825
20.0,0.02536341656633582,0.03773477796121789,0.030886743122545253
20.0,0.029619362959451747,0.03773409124035173,0.03088626873445268
20.0,0.03458945130003375,0.03773315475889929,0.030885621809188316
20.0,0.04039351362401995,0.037731877697022624,0.03088473960568998
20.0,0.047171489618058594,0.037730136225899415,0.030883536577764034
20.0,0.05508680065562378,0.03772776152384166,0.03088189609338196
20.0,0.06433028999174784,0.03772452345321425,0.03087965915450953
20.0,0.0751248241170072,0.037720108336906276,0.030876609037278794
20.0,0.08773066621237417,0.03771408871990879,0.030872450388718352
20.0,0.10245175126239793,0.037705882259710284,0.03086678080111359
20.0,0.11964301412374055,0.03769469590084724,0.030859052197331423
20.0,0.13971894723352868,0.037679450184175824,0.030848518449911863
20.0,0.16316359428938845,0.03765867684165813,0.03083416446553002
20.0,0.19054222085523645,0.03763038065595433,0.03081461043503171
20.0,0.22251494327866095,0.0375918538715321,0.030787983031655898
20.0,0.25985264452188195,0.03753942826244711,0.030751743036989243
20.0,0.30345556064724316,0.03746814651153118,0.030702456299396087
20.0,0.35437498608938817,0.037371331443486575,0.030635492435253438
20.0,0.413838621042237,0.03724003022731356,0.030544634084618428
20.0,0.4832801721026123,0.03706231359955236,0.030421580489599396
20.0,0.5643739198611265,0.03682242238056632,0.03025533577848503
20.0,0.6590750868872474,0.036499783455677746,0.03003148999012839
20.0,0.7696669794067008,0.03606797804516755,0.029731438107845218
20.0,0.8988160392874609,0.03549385420998863,0.029331651160416583
20.0,1.0496361336732252,0.03473715113176906,0.028803226965122476
20.0,1.2257636323289023,0.033751248274732276,0.028112112275709564
20.0,1.4314450828613574,0.03248592346813101,0.027220581465516362
20.0,1.6716395977215224,0.030893151964805143,0.026090695397896973
20.0,1.9521384216045559,0.028936700489186656,0.0246903643134611
20.0,2.2797045620951946,0.02660515520513985,0.02300203186340291
20.0,2.662235850143215,0.023925857146062986,0.02103269463581887
20.0,3.108955361862284,0.020974597725636684,0.018822226233692438
