theta,Q,dEEC
0.06060606060606061,40.0,0.046201885951081115
0.06060606060606061,60.0,0.012430634812264299
0.06060606060606061,80.0,0.00582716693317454
0.06060606060606061,100.0,0.0033711138805165718
0.06464646464646465,20.0,0.20942717353532606
0.06464646464646465,40.0,0.03741460596484931
0.06464646464646465,60.0,0.010439101323701011
0.06464646464646465,80.0,0.004985560897202907
0.06464646464646465,100.0,0.0029013852158618586
0.06868686868686869,20.0,0.19216647973898415
0.06868686868686869,40.0,0.030597925023627105
0.06868686868686869,60.0,0.008916996353768768
0.06868686868686869,80.0,0.004313065302131271
0.06868686868686869,100.0,0.002523263458087694
0.07272727272727272,20.0,0.17562210982590878
0.07272727272727272,40.0,0.025337061682348894
0.07272727272727272,60.0,0.007716985948824765
0.07272727272727272,80.0,0.0037674319371447675
0.07272727272727272,100.0,0.002214386406448809
0.07676767676767676,20.0,0.15990178191767687
0.07676767676767676,40.0,0.021275889846416433
0.07676767676767676,60.0,0.006747920523113196
0.07676767676767676,80.0,0.003318846624047619
0.07676767676767676,100.0,0.001958796402126106
0.0808080808080808,20.0,0.14508703723629932
0.0808080808080808,40.0,0.0181231497332789
0.0808080808080808,60.0,0.005951214798601107
0.0808080808080808,80.0,0.0029456927295908736
0.0808080808080808,100.0,0.0017448772240000214
0.08484848484848485,20.0,0.1312343312610941
0.08484848484848485,40.0,0.015649940530133008
0.08484848484848485,60.0,0.005287259503560382
0.08484848484848485,80.0,0.0026319960489281304
0.08484848484848485,100.0,0.0015640173190184644
0.08888888888888889,20.0,0.11837673701916811
0.08888888888888889,40.0,0.013682138815116525
0.08888888888888889,60.0,0.0047279132214979565
0.08888888888888889,80.0,0.002365766200337108
0.08888888888888889,100.0,0.0014097252992370534
0.09292929292929293,20.0,0.1065261261616451
0.09292929292929293,40.0,0.012090659320220623
0.09292929292929293,60.0,0.004252369242218057
0.09292929292929293,80.0,0.0021378759771190515
0.09292929292929293,100.0,0.0012770330947385461
0.09696969696969697,20.0,0.09567569012021038
0.09696969696969697,40.0,0.010781580853450923
0.09696969696969697,60.0,0.003844801112063622
0.09696969696969697,80.0,0.0019412866766570513
0.09696969696969697,100.0,0.001162085639451364
0.10101010101010101,20.0,0.08580266726750406
0.10101010101010101,40.0,0.009687323446886194
0.10101010101010101,60.0,0.0034929346086761083
0.10101010101010101,80.0,0.0017705038751212499
0.10101010101010101,100.0,0.001061853778169266
0.10505050505050505,20.0,0.07687115152758055
0.10505050505050505,40.0,0.0087594035958734
0.10505050505050505,60.0,0.003187118131687007
0.10505050505050505,80.0,0.0016211897651329462
0.10505050505050505,100.0,0.0009739300343283553
0.10909090909090909,20.0,0.0688348719985808
0.10909090909090909,40.0,0.007962848166524148
0.10909090909090909,60.0,0.002919680440262308
0.10909090909090909,80.0,0.001489883415925848
0.10909090909090909,100.0,0.0008963810546545311
0.11313131313131314,20.0,0.06163985046373377
0.11313131313131314,40.0,0.007272093843897884
0.11313131313131314,60.0,0.002684468295337536
0.11313131313131314,80.0,0.0013737963898289671
0.11313131313131314,100.0,0.0008276394530973513
0.11717171717171718,20.0,0.05522686279315341
0.11717171717171718,40.0,0.006668090919252199
0.11717171717171718,60.0,0.0024765049627872323
0.11717171717171718,80.0,0.0012706616245702212
0.11717171717171718,100.0,0.0007664234652813207
0.12121212121212122,20.0,0.049533649890299056
0.12121212121212122,40.0,0.006136316019797167
0.12121212121212122,60.0,0.0022917338923086525
0.12121212121212122,80.0,0.0011786204165235294
0.12121212121212122,100.0,0.0007116765175711888
0.12525252525252525,20.0,0.0444968428930874
0.12525252525252525,40.0,0.005665434206528371
0.12525252525252525,60.0,0.002126824166964669
0.12525252525252525,80.0,0.0010961369733113607
0.12525252525252525,100.0,0.0006625212499347695
0.1292929292929293,20.0,0.04005358489349335
0.1292929292929293,40.0,0.005246405606892738
0.1292929292929293,60.0,0.0019790215159153734
0.1292929292929293,80.0,0.0010219331387319236
0.1292929292929293,100.0,0.0006182241619743435
0.13333333333333333,20.0,0.03614284682137397
0.13333333333333333,40.0,0.004871886794153681
0.13333333333333333,60.0,0.0018460333120511924
0.13333333333333333,80.0,0.000954938036881641
0.13333333333333333,100.0,0.0005781681588097809
0.13737373737373737,20.0,0.03270644791914906
0.13737373737373737,40.0,0.004535823544385235
0.13737373737373737,60.0,0.001725939137282966
0.13737373737373737,80.0,0.0008942488645009467
0.13737373737373737,100.0,0.0005418310361625338
0.1414141414141414,20.0,0.029689801211415266
0.1414141414141414,40.0,0.004233166764312222
0.1414141414141414,60.0,0.0016171207288540683
0.1414141414141414,80.0,0.0008391000961018924
0.1414141414141414,100.0,0.0005087684762652117
0.14545454545454545,20.0,0.027042411544237997
0.14545454545454545,40.0,0.003959668058327033
0.14545454545454545,60.0,0.0015182067220086942
0.14545454545454545,80.0,0.000788839097442935
0.14545454545454545,100.0,0.0004786005023899094
0.1494949494949495,20.0,0.024718158292272672
0.1494949494949495,40.0,0.003711727737176495
0.1494949494949495,60.0,0.0014280287671052981
0.1494949494949495,80.0,0.0007429066641901647
0.1494949494949495,100.0,0.00045100060879726066
0.15353535353535352,20.0,0.022675396989458727
0.15353535353535352,40.0,0.003486278407086467
0.15353535353535352,60.0,0.0013455864498339825
0.15353535353535352,80.0,0.0007008213779957609
0.15353535353535352,100.0,0.00042568697744214463
0.15757575757575756,20.0,0.020876914292714512
0.15757575757575756,40.0,0.003280693606757232
0.15757575757575756,60.0,0.0012700190696212203
0.15757575757575756,80.0,0.0006621669451525746
0.15757575757575756,100.0,0.0004024153349346339
0.1616161616161616,20.0,0.01928976924130019
0.1616161616161616,40.0,0.0030927147579637784
0.1616161616161616,60.0,0.0012005827956067289
0.1616161616161616,80.0,0.0006265818832579904
0.1616161616161616,100.0,0.00038097310817755177
0.16565656565656567,20.0,0.017885051138439714
0.16565656565656567,40.0,0.002920391964298824
0.16565656565656567,60.0,0.0011366320658622324
0.16565656565656567,80.0,0.0005937510695956967
0.16565656565656567,100.0,0.00036117461526380753
0.1696969696969697,20.0,0.016637580947779774
0.1696969696969697,40.0,0.0027620355651322074
0.1696969696969697,60.0,0.0010776043553769113
0.1696969696969697,80.0,0.0005633987756670437
0.1696969696969697,100.0,0.0003428570869538912
0.17373737373737375,20.0,0.015525579216707804
0.17373737373737375,40.0,0.0026161762079395284
0.17373737373737375,60.0,0.0010230076345158282
0.17373737373737375,80.0,0.0005352828956677997
0.17373737373737375,100.0,0.000325877358557457
0.17777777777777778,20.0,0.014530319509734217
0.17777777777777778,40.0,0.002481531760499292
0.17777777777777778,60.0,0.0009724099886572244
0.17777777777777778,80.0,0.0005091901399670779
0.17777777777777778,100.0,0.0003101091060262447
0.18181818181818182,20.0,0.013635782396649598
0.18181818181818182,40.0,0.002356979767612674
0.18181818181818182,60.0,0.0009254309835495236
0.18181818181818182,80.0,0.00048493201301437174
0.18181818181818182,100.0,0.0002954405262081015
0.18585858585858586,20.0,0.012828321369836547
0.18585858585858586,40.0,0.0022415344328340415
0.18585858585858586,60.0,0.0008817344484057598
0.18585858585858586,80.0,0.0004623414323484205
0.18585858585858586,100.0,0.0002817723814652218
0.1898989898989899,20.0,0.012096348783339797
0.1898989898989899,40.0,0.002134327312119124
0.1898989898989899,60.0,0.0008410224163612462
0.1898989898989899,80.0,0.0004412698742630407
0.1898989898989899,100.0,0.00026901634465324866
0.19393939393939394,20.0,0.01143004708241747
0.19393939393939394,40.0,0.0020345910651472475
0.19393939393939394,60.0,0.0008030300144665767
0.19393939393939394,80.0,0.00042158495422480824
0.19393939393939394,100.0,0.0002570935928490324
0.19797979797979798,20.0,0.010821108252857566
0.19797979797979798,40.0,0.0019416457346201272
0.19797979797979798,60.0,0.0007675211364541128
0.19797979797979798,80.0,0.0004031683678384029
0.19797979797979798,100.0,0.0002459336079907664
0.20202020202020202,20.0,0.010262502557193801
0.20202020202020202,40.0,0.001854887122676639
0.20202020202020202,60.0,0.0007342847637828632
0.20202020202020202,80.0,0.0003859141321381043
0.20202020202020202,100.0,0.00023547315035066317
0.20606060606060606,20.0,0.009748276208281082
0.20606060606060606,40.0,0.0017737769126187316
0.20606060606060606,60.0,0.0007031318259538044
0.20606060606060606,80.0,0.00036972707809216883
0.20606060606060606,100.0,0.00022565537694930522
0.2101010101010101,20.0,0.009273376611379773
0.2101010101010101,40.0,0.001697834247724585
0.2101010101010101,60.0,0.0006738925113227617
0.2101010101010101,80.0,0.00035452155407889036
0.2101010101010101,100.0,0.0002164290819848591
0.21414141414141413,20.0,0.0088335031267853
0.21414141414141413,40.0,0.0016266285302721074
0.21414141414141413,60.0,0.0006464139557835963
0.21414141414141413,80.0,0.00034022030721477165
0.21414141414141413,100.0,0.00020774804035344547
0.21818181818181817,20.0,0.00842498090582169
0.21818181818181817,40.0,0.0015597732455069097
0.21818181818181817,60.0,0.0006205582496399304
0.21818181818181817,80.0,0.0003267535151608214
0.21818181818181817,100.0,0.0001995704385774247
0.2222222222222222,20.0,0.00804465517476027
0.2222222222222222,40.0,0.0014969206491136063
0.2222222222222222,60.0,0.0005962007134116131
0.2222222222222222,80.0,0.00031405794568978973
0.2222222222222222,100.0,0.0001918583800934118
0.22626262626262628,20.0,0.007689803329542961
0.22626262626262628,40.0,0.0014377571843264489
0.22626262626262628,60.0,0.0005732284017613085
0.22626262626262628,80.0,0.0003020762250885682
0.22626262626262628,100.0,0.00018457745400331393
0.23030303030303031,20.0,0.007358062311217971
0.23030303030303031,40.0,0.0013819995173612962
0.23030303030303031,60.0,0.0005515388015855012
0.23030303030303031,80.0,0.00029075619957098634
0.23030303030303031,100.0,0.00017769635815590042
0.23434343434343435,20.0,0.007047368917385982
0.23434343434343435,40.0,0.0013293910983361553
0.23434343434343435,60.0,0.0005310386959135193
0.23434343434343435,80.0,0.00028005037642170674
0.23434343434343435,100.0,0.00017118656887917417
0.2383838383838384,20.0,0.0067559109360759055
0.2383838383838384,40.0,0.0012796991700440884
0.2383838383838384,60.0,0.0005116431698470634
0.2383838383838384,80.0,0.0002699154336901475
0.2383838383838384,100.0,0.00016502205088392822
0.24242424242424243,20.0,0.0064820872400552345
0.24242424242424243,40.0,0.0012327121594703117
0.24242424242424243,60.0,0.0004932747385494056
0.24242424242424243,80.0,0.0002603117889885805
0.24242424242424243,100.0,0.00015917900185370468
0.24646464646464647,20.0,0.006224475233000356
0.24646464646464647,40.0,0.0011882373973003926
0.24646464646464647,60.0,0.0004758625804125928
0.24646464646464647,80.0,0.000251203219389179
0.24646464646464647,100.0,0.00015363562706430402
0.2505050505050505,20.0,0.0059818042812777245
0.2505050505050505,40.0,0.0011460991192493092
0.2505050505050505,60.0,0.0004593418611176963
0.2505050505050505,80.0,0.00024255652561425714
0.2505050505050505,100.0,0.0001483719400669196
0.2545454545454545,20.0,0.0057529339880712915
0.2545454545454545,40.0,0.0011061367101737876
0.2545454545454545,60.0,0.0004436531364548605
0.2545454545454545,80.0,0.00023434123471729874
0.2545454545454545,100.0,0.00014336958604895824
0.2585858585858586,20.0,0.005536836365675352
0.2585858585858586,40.0,0.001068203157872554
0.2585858585858586,60.0,0.0004287418235667919
0.2585858585858586,80.0,0.00022652933629409896
0.2585858585858586,100.0,0.00013861168497280075
0.26262626262626265,20.0,0.005332581135167193
0.26262626262626265,40.0,0.001032163688445025
0.26262626262626265,60.0,0.00041455773178455555
0.26262626262626265,80.0,0.00021909504797099872
0.26262626262626265,100.0,0.00013408269200338875
0.26666666666666666,20.0,0.005139323530557498
0.26666666666666666,40.0,0.0009978945592360913
0.26666666666666666,60.0,0.00040105464548919196
0.26666666666666666,80.0,0.0002120146065155732
0.26666666666666666,100.0,0.0001297682730814781
0.27070707070707073,20.0,0.004956294108379296
0.27070707070707073,40.0,0.0009652819888873765
0.27070707070707073,60.0,0.0003881899524990447
0.27070707070707073,80.0,0.00020526608142023664
0.27070707070707073,100.0,0.00012565519379403568
0.27474747474747474,20.0,0.004782790165784945
0.27474747474747474,40.0,0.0009342212069546322
0.27474747474747474,60.0,0.00037592431238411654
0.27474747474747474,80.0,0.00019882920823853896
0.27474747474747474,100.0,0.00012173121994410613
0.2787878787878788,20.0,0.004618168453227283
0.2787878787878788,40.0,0.0009046156080319696
0.2787878787878788,60.0,0.0003642213598729348
0.2787878787878788,80.0,0.00019268523931899762
0.2787878787878788,100.0,0.00011798502843590541
0.2828282828282828,20.0,0.004461838934452516
0.2828282828282828,40.0,0.0008763759974227607
0.2828282828282828,60.0,0.00035304743916739055
0.2828282828282828,80.0,0.0001868168098921326
0.2828282828282828,100.0,0.00011440612727322306
0.2868686868686869,20.0,0.00431325939947666
0.2868686868686869,40.0,0.0008494199171771469
0.2868686868686869,60.0,0.00034237136553477135
0.2868686868686869,80.0,0.00018120781773337203
0.2868686868686869,100.0,0.00011098478362280877
0.2909090909090909,20.0,0.0041719307778846065
0.2909090909090909,40.0,0.0008236710428299389
0.2909090909090909,60.0,0.00033216421101992026
0.2909090909090909,80.0,0.00017584331485215348
0.2909090909090909,100.0,0.00010771195902755267
0.29494949494949496,20.0,0.0040373930323306054
0.29494949494949496,40.0,0.0007990586424621774
0.29494949494949496,60.0,0.0003223991115260916
0.29494949494949496,80.0,0.00017070940985417432
0.29494949494949496,100.0,0.00010457925096796221
0.298989898989899,20.0,0.003909221537374988
0.298989898989899,40.0,0.0007755170908115634
0.298989898989899,60.0,0.0003130510928616768
0.298989898989899,80.0,0.00016579317979245395
0.298989898989899,100.0,0.00010157884007078943
0.30303030303030304,20.0,0.0037870238683097206
0.30303030303030304,40.0,0.0007529854321001626
0.30303030303030304,60.0,0.00030409691365018487
0.30303030303030304,80.0,0.00016108259046833853
0.30303030303030304,100.0,9.870344234997647e-05
0.30707070707070705,20.0,0.003670436939671649
0.30707070707070705,40.0,0.0007314069860571081
0.30707070707070705,60.0,0.0002955149232597896
0.30707070707070705,80.0,0.0001565664242700905
0.30707070707070705,100.0,9.594626594022745e-05
0.3111111111111111,20.0,0.003559124444737416
0.3111111111111111,40.0,0.0007107289923100276
0.3111111111111111,60.0,0.000287284933132857
0.3111111111111111,80.0,0.00015223421474571086
0.3111111111111111,100.0,9.330097184769281e-05
0.3151515151515151,20.0,0.003452774556246865
0.3151515151515151,40.0,0.0006909022889188786
0.3151515151515151,60.0,0.00027938810008985637
0.3151515151515151,80.0,0.00014807618720171834
0.3151515151515151,100.0,9.076163829806842e-05
0.3191919191919192,20.0,0.0033510978555433713
0.3191919191919192,40.0,0.0006718810213436974
0.3191919191919192,60.0,0.00027180682035077053
0.3191919191919192,80.0,0.00014408320470254822
0.3191919191919192,100.0,8.832272831063486e-05
0.3232323232323232,20.0,0.003253825462737964
0.3232323232323232,40.0,0.0006536223785864178
0.3232323232323232,60.0,0.00026452463316339013
0.3232323232323232,80.0,0.00014024671891672437
0.3232323232323232,100.0,8.597906016915511e-05
0.32727272727272727,20.0,0.0031607073447705077
0.32727272727272727,40.0,0.0006360863536355001
0.32727272727272727,60.0,0.00025752613305618516
0.32727272727272727,80.0,0.00013655872531948351
0.32727272727272727,100.0,8.37257804978462e-05
0.33131313131313134,20.0,0.0030715107816369942
0.33131313131313134,40.0,0.0006192355256801161
0.33131313131313134,60.0,0.00025079688984454453
0.33131313131313134,80.0,0.00013301172231621
0.33131313131313134,100.0,8.155833968314116e-05
0.33535353535353535,20.0,0.0029860189737876577
0.33535353535353535,40.0,0.000603034861854802
0.33535353535353535,60.0,0.00024432337561737337
0.33535353535353535,80.0,0.00012959867389955023
0.33535353535353535,100.0,7.947246941086562e-05
0.3393939393939394,20.0,0.0029040297759333226
0.3393939393939394,40.0,0.0005874515365320821
0.3393939393939394,60.0,0.00023809289801639678
0.3393939393939394,80.0,0.0001263129754956867
0.3393939393939394,100.0,7.746416211385221e-05
0.3434343434343434,20.0,0.0028253545443439666
0.3434343434343434,40.0,0.0005724547664047477
0.3434343434343434,60.0,0.00023209353919595365
0.3434343434343434,80.0,0.00012314842269300406
0.3434343434343434,100.0,7.552965214731238e-05
0.3474747474747475,20.0,0.0027498170862698293
0.3474747474747475,40.0,0.000558015659796165
0.3474747474747475,60.0,0.000226314099917367
0.3474747474747475,80.0,0.00012009918257898023
0.3474747474747475,100.0,7.3665398528724e-05
0.3515151515151515,20.0,0.0026772527014264605
0.3515151515151515,40.0,0.0005441070788085325
0.3515151515151515,60.0,0.00022074404829009972
0.3515151515151515,80.0,0.00011715976744021002
0.3515151515151515,100.0,7.186806909500586e-05
0.35555555555555557,20.0,0.002607507306607895
0.35555555555555557,40.0,0.0005307035130713813
0.35555555555555557,60.0,0.00021537347272380106
0.35555555555555557,80.0,0.00011432501060607144
0.35555555555555557,100.0,7.013452594542335e-05
0.3595959595959596,20.0,0.002540436635463329
0.3595959595959596,40.0,0.0005177809639845353
0.3595959595959596,60.0,0.000210193038700504
0.3595959595959596,80.0,0.00011159004423856704
0.3595959595959596,100.0,6.846181205154124e-05
0.36363636363636365,20.0,0.002475905506318278
0.36363636363636365,40.0,0.0005053168384682424
0.36363636363636365,60.0,0.00020519394901676976
0.36363636363636365,80.0,0.0001089502788911592
0.36363636363636365,100.0,6.68471389282795e-05
0.36767676767676766,20.0,0.002413787151663391
0.36767676767676766,40.0,0.0004932898513361931
0.36767676767676766,60.0,0.00020036790718114803
0.36767676767676766,80.0,0.00010640138467736958
0.36767676767676766,100.0,6.528787527196863e-05
0.3717171717171717,20.0,0.002353962603588142
0.3717171717171717,40.0,0.0004816799354991233
0.3717171717171717,60.0,0.00019570708368425689
0.3717171717171717,80.0,0.0001039392739057147
0.3717171717171717,100.0,6.378153647978478e-05
0.37575757575757573,20.0,0.0022963201300152287
0.37575757575757573,40.0,0.0004704681592877532
0.37575757575757573,60.0,0.0001912040848866346
0.37575757575757573,80.0,0.00010156008505209369
0.37575757575757573,100.0,6.232577497405998e-05
0.3797979797979798,20.0,0.002240754717106247
0.3797979797979798,40.0,0.00045963665025594347
0.3797979797979798,60.0,0.00018685192429501493
0.3797979797979798,80.0,9.926016795344142e-05
0.3797979797979798,100.0,6.0918371261660075e-05
0.3838383838383838,20.0,0.002187167593666756
0.3838383838383838,40.0,0.00044916852488907573
0.3838383838383838,60.0,0.0001826439960199817
0.3838383838383838,80.0,9.703607011785122e-05
0.3838383838383838,100.0,5.9557225665219766e-05
0.3878787878787879,20.0,0.0021354657937881004
0.3878787878787879,40.0,0.00043904782369914223
0.3878787878787879,60.0,0.00017857405022759506
0.3878787878787879,80.0,9.488452405588013e-05
0.3878787878787879,100.0,5.824035066936704e-05
0.39191919191919194,20.0,0.002085561754328344
0.39191919191919194,40.0,0.0004292594512393569
0.39191919191919194,60.0,0.00017463617041601082
0.39191919191919194,80.0,9.28024355473954e-05
0.39191919191919194,100.0,5.696586383041244e-05
0.39595959595959596,20.0,0.0020373729441624457
0.39595959595959596,40.0,0.0004197891206159466
0.39595959595959596,60.0,0.0001708247523636615
0.39595959595959596,80.0,9.078687276577947e-05
0.39595959595959596,100.0,5.573198120281615e-05
0.4,20.0,0.0019908215224248866
0.4,40.0,0.0004106233021153006
0.4,60.0,0.00016713448461024043
0.4,80.0,8.883505618877042e-05
0.4,100.0,5.4537011239484776e-05
