Q,qT,gamma_q,gamma_g
20.0,0.010000000000000004,0.03782190291459687,0.030909492693410454
20.0,0.011677986237376524,0.03782178393749878,0.030909395460816103
20.0,0.013637536256035546,0.03782162168325638,0.030909262860498995
20.0,0.015925896070970655,0.03782140041070084,0.030909082028179314
20.0,0.01859823951346841,0.03782109865359565,0.030908835420834908
20.0,0.021718998507771627,0.03782068713902662,0.030908499115530733
20.0,0.02536341656633582,0.037820125948974506,0.03090804048974833
20.0,0.029619362959451747,0.03781936065084858,0.030907415059111355
20.0,0.03458945130003375,0.03781831702267351,0.030906562166608174
20.0,0.04039351362401995,0.03781689386379831,0.03090539910723081
20.0,0.047171489618058594,0.03781495319835407,0.030903813121869256
20.0,0.05508680065562378,0.03781230692983187,0.03090165049092662
20.0,0.06433028999174784,0.0378086986684395,0.03089870168294637
20.0,0.0751248241170072,0.03780377899868279,0.030894681142342083
20.0,0.08773066621237417,0.03779707184441485,0.030889199801641003
20.0,0.10245175126239793,0.03778792877354453,0.030881727737559518
20.0,0.11964301412374055,0.037775467004727975,0.030871543507721793
20.0,0.13971894723352868,0.037758485464187565,0.030857665549110302
20.0,0.16316359428938845,0.0377353514199779,0.03083875953129087
20.0,0.19054222085523645,0.037703847935748366,0.030813013689845306
20.0,0.22251494327866095,0.03766096963112701,0.03077797191401523
20.0,0.25985264452188195,0.03760265113532211,0.03073031182869264
20.0,0.30345556064724316,0.037523409573186964,0.030665552620480367
20.0,0.35437498608938817,0.03741588036459711,0.030577675675347787
20.0,0.413838621042237,0.03727022646867027,0.030458641790614818
20.0,0.4832801721026123,0.03707340857806243,0.030297794750067646
20.0,0.5643739198611265,0.03680832397564429,0.030081157564993143
20.0,0.6590750868872474,0.036452864930972,0.02979066296008356
20.0,0.7696669794067008,0.035979028038346725,0.029403425490738332
20.0,0.8988160392874609,0.03535234016531324,0.028891272406417926
20.0,1.0496361336732252,0.03453206358156593,0.028220911289761164
20.0,1.2257636323289023,0.03347288022403634,0.02735530650185643
20.0,1.4314450828613574,0.032128937090388,0.026256985231145575
20.0,1.6716395977215224,0.03046104290071422,0.024893918878151296
20.0,1.9521384216045559,0.028447104755394637,0.02324805228787691
20.0,2.2797045620951946,0.026094314712055613,0.021325263082428197
20.0,2.662235850143215,0.02344939407648294,0.019163733683854958
20.0,3.108955361862284,0.020601628599626037,0.016836431792191443
20.0,3.6306337928445687,0.017674419928062707,0.014444205910535564
20.0,4.239849146579303,0.014805540400465953,0.012099648816283611
20.0,4.951289998230568,0.012122155806461749,0.009906685212911536
20.0,5.782109645659658,0.0097197353526495,0.007943336154793392
20.0,6.752339686501551,0.00765168107345914,0.006253243808658677
20.0,7.88537299290564,0.005930782088074726,0.004846859927473569
20.0,9.208527728773264,0.004538697378216158,0.003709195535886981
20.0,10.753706008311424,0.003438139075355956,0.002809777574349121
20.0,12.558163076585398,0.002583731447085432,0.0021115232743776167
20.0,14.665405557509425,0.0019297351350600366,0.0015770526985921594
20.0,17.126240426614018,0.0014345398818769947,0.0011723603674147838
20.0,19.999999999999996,0.0010626559809589452,0.0008684427474002854
